Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,AgeofCar,Brand
2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3106.33,11,Hyundai
2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,13142.17,17,Mercedes-Benz
2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18518.52,13,BMW
2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6869.77,7,Hyundai
2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,89605.73,9,Jaguar
2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2389.49,17,Maruti
2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2747.91,16,Hyundai
2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9796.89,15,Toyota
2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5734.77,9,Hyundai
2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,10155.32,16,Mercedes-Benz
2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3464.76,13,Ford
2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7765.83,12,Toyota
2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6989.25,6,Hyundai
2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,28566.31,5,Jeep
2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,8793.31,5,Maruti
2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,20609.32,10,Toyota
2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,8363.2,11,Volkswagen
2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,21087.22,7,Toyota
2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2986.86,11,Ford
2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,7168.46,9,Toyota
2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,9856.63,6,Mahindra
2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53560.33,6,Land Rover
2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,12544.8,13,BMW
2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2270.01,16,Hyundai
2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,5077.66,8,Maruti
2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,31660.69,10,Jaguar
2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,26881.72,11,Audi
2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3942.65,13,Nissan
2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,5137.4,9,Honda
2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6272.4,12,Renault
2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,14038.23,9,Toyota
2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5077.66,10,Honda
2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,16989.25,12,Mercedes-Benz
2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,5017.92,9,Toyota
2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,21804.06,7,Toyota
2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,22102.75,11,Mercedes-Benz
2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2867.38,16,Maruti
2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7765.83,8,Maruti
2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3823.18,10,Hyundai
2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4767.03,9,Maruti
2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6511.35,10,Ford
2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,3225.81,14,Tata
2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7467.14,8,Honda
2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15866.19,8,Mahindra
2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,4420.55,12,Nissan
2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,47204.3,6,Mercedes-Benz
2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1672.64,14,Tata
2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4181.6,10,Maruti
2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,4516.13,12,Maruti
2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,3225.81,9,Tata
2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3823.18,11,Honda
2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5973.72,8,Maruti
2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8363.2,12,Maruti
2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,3405.02,10,Hyundai
2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,5077.66,8,Nissan
2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,5854.24,10,Hyundai
2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,20191.16,7,Jeep
2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,5077.66,10,Volkswagen
2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,5185.19,9,Honda
2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,20310.63,12,BMW
2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,33990.44,7,BMW
2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,7347.67,10,Honda
2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,11051.37,10,Mahindra
2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5794.5,9,Maruti
2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5734.77,10,Maruti
2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2747.91,12,Honda
2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5675.03,8,Hyundai
2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5973.72,7,Tata
2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2986.86,9,Hyundai
2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7108.72,7,Hyundai
2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,19115.89,10,Volvo
2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7347.67,10,Ford
2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4838.71,10,Maruti
2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3703.7,14,Hyundai
2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6559.14,11,Maruti
2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,51266.43,14,Porsche
2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,6810.04,9,Maruti
2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3405.02,10,Honda
2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2807.65,12,Chevrolet
2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,17634.41,6,Hyundai
2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2688.17,16,Honda
2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4360.81,8,Maruti
2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8661.89,8,Ford
2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,12771.8,14,BMW
2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,6571.09,10,Hyundai
2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,6093.19,19,Toyota
2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3882.92,10,Maruti
2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11051.37,6,Maruti
2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2031.06,16,Maruti
2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,3428.91,14,Maruti
2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,21206.69,15,BMW
2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,5376.34,7,Mahindra
2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,3524.49,16,Hyundai
2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3106.33,17,Honda
2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3584.23,14,Hyundai
2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,18518.52,10,Mercedes-Benz
2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,3345.28,13,Toyota
2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2986.86,14,Honda
2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6869.77,10,Maruti
2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,3345.28,14,Maruti
2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5483.87,10,Hyundai
2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4360.81,12,Maruti
2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23715.65,9,Toyota
2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,22102.75,6,Jeep
2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8303.46,7,Hyundai
2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,3405.02,10,Maruti
2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,4480.29,12,Tata
2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2747.91,16,Maruti
2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2747.91,8,Tata
2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7108.72,8,Maruti
2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4169.65,8,Maruti
2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,56989.25,8,BMW
2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7682.2,9,Volkswagen
2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,5376.34,13,Tata
2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,47491.04,6,Mini Cooper
2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4778.97,9,Ford
2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8339.31,9,Honda
2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,2090.8,18,Hyundai
2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5675.03,11,Skoda
2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,28076.46,8,Toyota
2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,8948.63,10,Hyundai
2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12962.96,9,Mahindra
2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,4181.6,7,Renault
2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,7526.88,9,Hyundai
2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,8064.52,12,Honda
2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,34504.18,7,Ford
2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,17001.19,8,Skoda
2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,17921.15,12,BMW
2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,6929.51,11,Maruti
2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4480.29,11,Maruti
2005,120000,Petrol,Manual,First,18.342252479408305,1086.0,113.27220292815797,5.0,1373.95,19,Hyundai
2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,15232.97,13,Toyota
2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2329.75,15,Maruti
2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,5913.98,6,Tata
2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9856.63,9,Honda
2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,25077.66,11,BMW
2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,20908.0,14,Mercedes-Benz
2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6403.82,9,Maruti
2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,7586.62,10,Maruti
2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,3524.49,13,Hyundai
2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,66547.19,5,Land Rover
2009,60170,Petrol,Manual,First,18.342252479408305,1086.0,62.0,5.0,1373.95,15,Hyundai
2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,44802.87,7,Mercedes-Benz
2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4862.6,7,Hyundai
2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3572.28,12,Volkswagen
2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9438.47,7,Maruti
2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8948.63,8,Renault
2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1314.22,15,Tata
2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,66905.62,8,Mercedes-Benz
2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4181.6,8,Hyundai
2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3584.23,16,Hyundai
2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7287.93,10,Hyundai
2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2688.17,14,Ford
2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7108.72,8,Maruti
2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,5913.98,11,Renault
2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,6559.14,9,Volkswagen
2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,7968.94,5,BMW
2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,7467.14,9,Skoda
2005,58000,Petrol,Manual,Second,18.342252479408305,999.0,113.27220292815797,5.0,1804.06,19,Hyundai
2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,41672.64,10,Audi
2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8243.73,8,Maruti
2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7156.51,10,Honda
2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,12425.33,14,Mercedes-Benz
2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,34647.55,12,Audi
2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,6989.25,8,Mahindra
2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2640.38,18,Honda
2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2867.38,14,Maruti
2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3584.23,15,Toyota
2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,4480.29,12,Volkswagen
2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,3524.49,9,Hyundai
2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,6929.51,13,Skoda
2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5854.24,12,Maruti
2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,20250.9,6,Toyota
2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,14934.29,11,Toyota
2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5973.72,7,Tata
2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,5591.4,9,Skoda
2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35603.35,8,Ford
2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,4133.81,7,Renault
2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4778.97,12,Hyundai
2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,5376.34,12,Skoda
2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,7013.14,11,Toyota
2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,11350.06,9,Mahindra
2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,38829.15,11,Audi
2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,4635.6,10,Chevrolet
2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,15627.24,11,BMW
2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4181.6,12,Nissan
2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,4181.6,14,Honda
2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5316.61,14,Hyundai
2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2807.65,9,Maruti
2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5973.72,9,Honda
2012,24720,Diesel,Automatic,Second,18.342252479408305,2967.0,241.4,5.0,33452.81,12,Audi
2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2389.49,17,Ford
2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7586.62,9,Hyundai
2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,29426.52,9,Mercedes-Benz
2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,3584.23,12,Maruti
2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,9438.47,8,Ford
2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3882.92,13,Hyundai
2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,9856.63,8,Honda
2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3405.02,13,Nissan
2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3823.18,14,Ford
2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,2090.8,11,Nissan
2013,41300,Diesel,Manual,First,17.8,1248.0,113.27220292815797,5.0,4038.23,11,Maruti
2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,6869.77,15,Honda
2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,5615.29,14,Skoda
2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,3464.76,7,Maruti
2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,5077.66,12,Hyundai
2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17323.78,7,Hyundai
2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6379.93,8,Maruti
2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4599.76,10,Maruti
2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,10155.32,15,Toyota
2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5017.92,8,Hyundai
2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,8064.52,8,Maruti
2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,31063.32,8,Ford
2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,10286.74,5,Hyundai
2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1744.32,15,Maruti
2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3345.28,13,Maruti
2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4778.97,6,Maruti
2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6535.24,10,Honda
2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2927.12,15,Maruti
2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,25686.98,10,BMW
2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1648.75,14,Tata
2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16129.03,8,Mahindra
2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3703.7,15,Hyundai
2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6559.14,8,Maruti
2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11362.01,7,Maruti
2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2855.44,12,Ford
2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3882.92,10,Maruti
2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,6750.3,10,Volkswagen
2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,2210.27,14,Mahindra
2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2413.38,5,Porsche
2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,6929.51,11,Maruti
2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,8243.73,7,Volkswagen
2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,6391.88,11,Hyundai
2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3405.02,14,Hyundai
2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,27180.41,10,Mercedes-Benz
1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,537.63,26,Maruti
2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,5543.61,11,Hyundai
2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6296.3,8,Honda
2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,11947.43,8,Tata
2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,4719.24,9,Honda
2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4038.23,14,Hyundai
2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,20071.68,6,Volkswagen
2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,2377.54,14,Honda
2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6977.3,7,Hyundai
2016,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,43189.96,8,Jaguar
2014,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,30704.9,10,Jaguar
2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11039.43,11,Mahindra
2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9139.78,9,Maruti
2015,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,30238.95,9,Audi
2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5675.03,11,Renault
2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,7992.83,10,Maruti
2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3703.7,12,Volkswagen
2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1851.85,12,Maruti
2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,8172.04,5,Hyundai
2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1911.59,10,Tata
2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,25961.77,7,Audi
2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5675.03,9,Volkswagen
2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2927.12,9,Maruti
2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,37694.15,5,Mini Cooper
2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,12246.12,12,Audi
2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,32688.17,5,Ford
2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,7765.83,11,Ford
2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5077.66,8,Hyundai
2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,6571.09,10,Chevrolet
2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4778.97,9,Maruti
2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5555.56,7,Tata
2015,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,34050.18,9,Mercedes-Benz
2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,8494.62,10,Chevrolet
2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,4659.5,11,Maruti
2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6690.56,7,Hyundai
2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,2688.17,12,Maruti
2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4659.5,13,Hyundai
2014,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,34205.5,10,Jaguar
2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,8661.89,11,Skoda
2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2389.49,18,Maruti
2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4181.6,13,Volkswagen
2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,5973.72,13,Honda
2015,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,4444.44,9,Maruti
2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,4121.86,10,Maruti
2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5376.34,11,Maruti
2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,17156.51,6,Hyundai
2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6571.09,8,Hyundai
2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3584.23,11,Nissan
2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7264.04,7,Hyundai
2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5973.72,11,Volkswagen
2015,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,24193.55,9,Toyota
2002,67000,Petrol,Manual,Third,18.342252479408305,999.0,113.27220292815797,5.0,1433.69,22,Hyundai
2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,21505.38,6,Toyota
2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,20908.0,9,Mercedes-Benz
2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2508.96,11,Hyundai
2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,8960.57,12,Hyundai
2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,29593.79,9,Mini Cooper
2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10334.53,9,Renault
2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,42413.38,5,Ford
2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,12544.8,10,Toyota
2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,15531.66,6,Mahindra
2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,31660.69,12,BMW
